codice;produttore;nome;annata;tipologia;formato_cl;regione;nazione;zona_produzione;esclusiva;vendibile_milano;disponibilita;prezzo_listino;no_sconto;max_per_cliente;linea;stili;in_inventario
LES-QUATRE-JOURNAUX-BOCA-MUSCADET-GRANDE-RESERVE-2018-75;LES QUATRE JOURNAUX - BOCAGE;MUSCADET GRANDE RESERVE;2018;bianco;75;Loira;Francia;Loira, Nantes;Esclusiva Italia;SI;disponibile;16,00;NO;;;;SI
LES-QUATRE-JOURNAUX-BOCA-GABBRO-2023-75;LES QUATRE JOURNAUX - BOCAGE;GABBRO;2023;rosato;75;Loira;Francia;Loira, Nantes;Esclusiva Italia;SI;disponibile;7,90;NO;;;;SI
LES-QUATRE-JOURNAUX-BOCA-CABERNET-FRANC-ER-MAEZ-NV-75;LES QUATRE JOURNAUX - BOCAGE;"CABERNET FRANC ""ER MAEZ""";;rosso;75;Loira;Francia;Loira, Nantes;Esclusiva Italia;SI;esaurito;9,00;NO;;;;NO
LES-QUATRE-JOURNAUX-BOCA-KUZHENN-CAB-FRANC-PINOT-NOIR-NV-75;LES QUATRE JOURNAUX - BOCAGE;KUZHENN (CAB.FRANC-PINOT NOIR);;rosso;75;Loira;Francia;Loira, Nantes;Esclusiva Italia;SI;disponibile;12,50;NO;;;;SI
LES-QUATRE-JOURNAUX-BOCA-BERLIGOU-2023-75;LES QUATRE JOURNAUX - BOCAGE;BERLIGOU;2023;rosso;75;Loira;Francia;Loira, Nantes;Esclusiva Italia;SI;disponibile;16,00;NO;;;;SI
DOMAINE-DE-L-OURS-BLEU-LES-BULLES-BLEUES-2019-75;DOMAINE DE L'OURS BLEU;LES BULLES BLEUES;2019;bollicine;75;Loira;Francia;Loira, Saumur;Esclusiva Italia;SI;disponibile;12,50;NO;;;;SI
DOMAINE-DE-L-OURS-BLEU-BREZE-BLANC-PUZZLE-2023-75;DOMAINE DE L'OURS BLEU;"BRÉZÉ BLANC ""PUZZLE""";2023;bianco;75;Loira;Francia;Loira, Saumur;Esclusiva Italia;SI;esaurito;37,00;SI;;;;NO
DOMAINE-DE-L-OURS-BLEU-BREZE-BLANC-PUZZLE-MAGNUM-2023-150;DOMAINE DE L'OURS BLEU;"BRÉZÉ BLANC ""PUZZLE"" MAGNUM";2023;bianco;150;Loira;Francia;Loira, Saumur;Esclusiva Italia;SI;in_esaurimento;80,00;SI;;;;SI
DOMAINE-DE-L-OURS-BLEU-SAUMUR-CHAUMONT-L-EN-CLOS-2023-75;DOMAINE DE L'OURS BLEU;SAUMUR CHAUMONT-L'EN CLOS;2023;bianco;75;Loira;Francia;Loira, Saumur;Esclusiva Italia;SI;disponibile;37,00;SI;;;;SI
DOMAINE-DE-L-OURS-BLEU-SAUMUR-LE-PETIT-NATURISTE-2021-75;DOMAINE DE L'OURS BLEU;"SAUMUR ""LE PETIT NATURISTE""";2021;rosso;75;Loira;Francia;Loira, Saumur;Esclusiva Italia;SI;disponibile;13,00;NO;;;;SI
DOMAINE-DE-L-OURS-BLEU-SAUMUR-LE-PETIT-NATURISTE-2020-75;DOMAINE DE L'OURS BLEU;"SAUMUR ""LE PETIT NATURISTE""";2020;rosso;75;Loira;Francia;Loira, Saumur;Esclusiva Italia;SI;disponibile;14,00;NO;;;;SI
DOMAINE-DE-L-OURS-BLEU-SAUMUR-LES-VARENNES-DE-MESTRE-2021-75;DOMAINE DE L'OURS BLEU;"SAUMUR ""LES VARENNES DE MESTRÉ""";2021;rosso;75;Loira;Francia;Loira, Saumur;Esclusiva Italia;SI;disponibile;14,00;NO;;;;SI
DOMAINE-DE-L-OURS-BLEU-SAUMUR-CHAMPIGNY-ROCHENARD-2021-75;DOMAINE DE L'OURS BLEU;"SAUMUR CHAMPIGNY ""ROCHENARD""";2021;rosso;75;Loira;Francia;Loira, Saumur;Esclusiva Italia;SI;disponibile;16,40;NO;;;;SI
DOMAINE-DE-L-OURS-BLEU-SAUMUR-LES-CHAMPS-PICARD-2020-75;DOMAINE DE L'OURS BLEU;"SAUMUR ""LES CHAMPS PICARD""";2020;rosso;75;Loira;Francia;Loira, Saumur;Esclusiva Italia;SI;disponibile;24,00;NO;;;;SI
DOMAINE-DE-L-OURS-BLEU-SAUMUR-CHAMPIGNY-LA-SALLE-MARTIN-2020-75;DOMAINE DE L'OURS BLEU;"SAUMUR CHAMPIGNY ""LA SALLE MARTIN""";2020;rosso;75;Loira;Francia;Loira, Saumur;Esclusiva Italia;SI;disponibile;28,00;NO;;;;SI
DOMAINE-CATHERINE-BERNAR-LE-CLARET-2022-75;DOMAINE CATHERINE BERNARD;LE CLARET;2022;rosso;75;Languedoc;Francia;Languedoc;Esclusiva Italia;SI;disponibile;15,20;NO;;;;SI
DOMAINE-CATHERINE-BERNAR-LE-CLARET-MAGNUM-2020-150;DOMAINE CATHERINE BERNARD;LE CLARET MAGNUM;2020;rosso;150;Languedoc;Francia;Languedoc;Esclusiva Italia;SI;disponibile;31,60;NO;;;;SI
DOMAINE-CATHERINE-BERNAR-LA-ROUTE-DES-CRETES-2021-75;DOMAINE CATHERINE BERNARD;LA ROUTE DES CRÊTES;2021;rosso;75;Languedoc;Francia;Languedoc;Esclusiva Italia;SI;disponibile;15,20;NO;;;;SI
DOMAINE-CATHERINE-BERNAR-LA-ROUTE-DES-CRETES-MAGNUM-2019-150;DOMAINE CATHERINE BERNARD;LA ROUTE DES CRÊTES MAGNUM;2019;rosso;150;Languedoc;Francia;Languedoc;Esclusiva Italia;SI;disponibile;32,30;NO;;;;SI
DOMAINE-CATHERINE-BERNAR-LE-CARIGNAN-2020-75;DOMAINE CATHERINE BERNARD;LE CARIGNAN;2020;rosso;75;Languedoc;Francia;Languedoc;Esclusiva Italia;SI;disponibile;19,00;NO;;;;SI
DOMAINE-CATHERINE-BERNAR-LE-CARIGNAN-MAGNUM-2019-150;DOMAINE CATHERINE BERNARD;LE CARIGNAN MAGNUM;2019;rosso;150;Languedoc;Francia;Languedoc;Esclusiva Italia;SI;disponibile;38,50;NO;;;;SI
DOMAINE-CATHERINE-BERNAR-L-ALICANTE-2022-75;DOMAINE CATHERINE BERNARD;L'ALICANTE;2022;rosso;75;Languedoc;Francia;Languedoc;Esclusiva Italia;SI;disponibile;23,40;NO;;;;SI
DOMAINE-CATHERINE-BERNAR-L-ALICANTE-2021-75;DOMAINE CATHERINE BERNARD;L'ALICANTE;2021;rosso;75;Languedoc;Francia;Languedoc;Esclusiva Italia;SI;disponibile;23,40;NO;;;;SI
DOMAINE-CATHERINE-BERNAR-L-ALICANTE-MAGNUM-2020-150;DOMAINE CATHERINE BERNARD;L'ALICANTE MAGNUM;2020;rosso;150;Languedoc;Francia;Languedoc;Esclusiva Italia;SI;disponibile;44,80;NO;;;;SI
DOMAINE-CATHERINE-BERNAR-MAINTENANT-2022-75;DOMAINE CATHERINE BERNARD;MAINTENANT;2022;rosso;75;Languedoc;Francia;Languedoc;Esclusiva Italia;SI;disponibile;18,70;NO;;;;SI
DOMAINE-CATHERINE-BERNAR-LE-MOURVEDRE-2021-75;DOMAINE CATHERINE BERNARD;LE MOURVEDRE;2021;rosso;75;Languedoc;Francia;Languedoc;Esclusiva Italia;SI;disponibile;27,20;NO;;;;SI
DOMAINE-CATHERINE-BERNAR-LA-CARBONELLE-2021-75;DOMAINE CATHERINE BERNARD;LA CARBONELLE;2021;rosso;75;Languedoc;Francia;Languedoc;Esclusiva Italia;SI;disponibile;27,20;NO;;;;SI
DOMAINE-CATHERINE-BERNAR-LA-CARBONELLE-MAGNUM-2020-150;DOMAINE CATHERINE BERNARD;LA CARBONELLE MAGNUM;2020;rosso;150;Languedoc;Francia;Languedoc;Esclusiva Italia;SI;disponibile;53,20;NO;;;;SI
DOMAINE-CATHERINE-BERNAR-LA-CARBONELLE-ROSE-2021-75;DOMAINE CATHERINE BERNARD;LA CARBONELLE ROSÉ;2021;rosso;75;Languedoc;Francia;Languedoc;Esclusiva Italia;SI;disponibile;26,60;NO;;;;SI
MAS-GUALLAR-OXYMORON-2021-75;MAS GUALLAR;OXYMORON;2021;macerato;75;Roussillon;Francia;Roussillon;Esclusiva Italia;SI;in_esaurimento;18,60;NO;;;;SI
MAS-GUALLAR-SORORITE-2021-75;MAS GUALLAR;SORORITÉ;2021;rosato;75;Roussillon;Francia;Roussillon;Esclusiva Italia;SI;disponibile;18,40;NO;;;;SI
MAS-GUALLAR-OARISTYS-2022-75;MAS GUALLAR;OARISTYS;2022;rosso;75;Roussillon;Francia;Roussillon;Esclusiva Italia;SI;disponibile;19,80;NO;;;;SI
MAS-GUALLAR-GRATALLOUPS-2021-75;MAS GUALLAR;GRATALLOUPS;2021;rosso;75;Roussillon;Francia;Roussillon;Esclusiva Italia;SI;disponibile;26,90;NO;;;;SI
MAS-GUALLAR-LA-FOUN-DEL-BOSC-2020-75;MAS GUALLAR;LA FOUN DEL BOSC;2020;rosso;75;Roussillon;Francia;Roussillon;Esclusiva Italia;SI;disponibile;26,90;NO;;;;SI
MAS-GUALLAR-MAILLOL-DE-LA-SERRE-2020-75;MAS GUALLAR;MAILLOL DE LA SERRE;2020;rosso;75;Roussillon;Francia;Roussillon;Esclusiva Italia;SI;disponibile;26,90;NO;;;;SI
PETER-SICHEL-MONTANHA-2024-75;PETER SICHEL;MONTANHA;2024;rosso;75;Roussillon;Francia;Pirenei Orientali;Esclusiva Italia;SI;esaurito;14,50;NO;;;;NO
PETER-SICHEL-CUCUNIANO-2022-75;PETER SICHEL;CUCUNIANO;2022;rosso;75;Roussillon;Francia;Pirenei Orientali;Esclusiva Italia;SI;disponibile;15,50;NO;;;;SI
PETER-SICHEL-CARIGNAN-PETIT-FRANCE-2023-75;PETER SICHEL;"CARIGNAN ""PETIT FRANCE""";2023;rosso;75;Roussillon;Francia;Pirenei Orientali;Esclusiva Italia;SI;disponibile;25,00;NO;;;;SI
PETER-SICHEL-SYRAH-TRIBY-2023-75;PETER SICHEL;"SYRAH ""TRIBY""";2023;rosso;75;Roussillon;Francia;Pirenei Orientali;Esclusiva Italia;SI;disponibile;27,00;NO;;;;SI
PETER-SICHEL-GRENACHE-TERRE-ROUGE-2023-75;PETER SICHEL;"GRENACHE ""TERRE ROUGE""";2023;rosso;75;Roussillon;Francia;Pirenei Orientali;Esclusiva Italia;SI;disponibile;28,50;NO;;;;SI
WEINGUT-VON-DER-MARK-RIESLING-VECCHIE-VIGNE-2024-75;WEINGUT VON DER MARK;RIESLING VECCHIE VIGNE;2024;bianco;75;Baden;Germania;Baden;Esclusiva Italia;SI;disponibile;9,80;NO;;;;SI
WEINGUT-VON-DER-MARK-RIESLING-SPATLESE-2021-75;WEINGUT VON DER MARK;RIESLING SPATLESE;2021;bianco;75;Baden;Germania;Baden;Esclusiva Italia;SI;disponibile;12,00;NO;;;;SI
WEINGUT-VON-DER-MARK-PINOT-BIANCO-2025-75;WEINGUT VON DER MARK;PINOT BIANCO;2025;bianco;75;Baden;Germania;Baden;Esclusiva Italia;SI;disponibile;9,80;NO;;;;SI
WEINGUT-VON-DER-MARK-SAVAGNIN-2023-75;WEINGUT VON DER MARK;SAVAGNIN;2023;bianco;75;Baden;Germania;Baden;Esclusiva Italia;SI;disponibile;22,70;NO;;;;SI
WEINGUT-VON-DER-MARK-CHARDONNAY-2023-75;WEINGUT VON DER MARK;CHARDONNAY;2023;bianco;75;Baden;Germania;Baden;Esclusiva Italia;SI;disponibile;22,70;NO;;;;SI
WEINGUT-VON-DER-MARK-PINOT-NERO-SPATBURGUNDER-2024-75;WEINGUT VON DER MARK;"PINOT NERO ""SPÄTBURGUNDER""";2024;rosso;75;Baden;Germania;Baden;Esclusiva Italia;SI;disponibile;10,50;NO;;;;SI
WEINGUT-VON-DER-MARK-PINOT-NERO-MERDINGER-2023-75;WEINGUT VON DER MARK;"PINOT NERO ""MERDINGER""";2023;rosso;75;Baden;Germania;Baden;Esclusiva Italia;SI;disponibile;14,90;NO;;;;SI
WEINGUT-VON-DER-MARK-PINOT-NERO-KRIEGER-DES-LICHTS-2023-75;WEINGUT VON DER MARK;"PINOT NERO ""KRIEGER DES LICHTS""";2023;rosso;75;Baden;Germania;Baden;Esclusiva Italia;SI;disponibile;39,90;NO;;;;SI
CABANA-DAS-BOLBORETAS-GORGOLA-NATURE-46-MESI-2018-75;CABANA DAS BOLBORETAS;GORGOLA NATURE 46 MESI;2018;bollicine;75;Galizia;Spagna;Galizia;Esclusiva Italia;SI;in_esaurimento;28,60;NO;;;;SI
CABANA-DAS-BOLBORETAS-GORGOLA-NATURE-56-MESI-MAGNUM-2017-150;CABANA DAS BOLBORETAS;GORGOLA NATURE 56 MESI MAGNUM;2017;bollicine;150;Galizia;Spagna;Galizia;Esclusiva Italia;SI;limitato;59,20;NO;;;;SI
CABANA-DAS-BOLBORETAS-ALBARINO-2021-75;CABANA DAS BOLBORETAS;ALBARIÑO;2021;bianco;75;Galizia;Spagna;Galizia;Esclusiva Italia;SI;esaurito;13,90;NO;;;;NO
CABANA-DAS-BOLBORETAS-ALBARINO-VALOUTA-2020-75;CABANA DAS BOLBORETAS;"ALBARIÑO ""VALOUTA""";2020;bianco;75;Galizia;Spagna;Galizia;Esclusiva Italia;SI;esaurito;18,40;NO;;;;NO
CABANA-DAS-BOLBORETAS-ALBARINO-ESQUIZA-2021-75;CABANA DAS BOLBORETAS;"ALBARIÑO ""ESQUIZA""";2021;bianco;75;Galizia;Spagna;Galizia;Esclusiva Italia;SI;esaurito;18,40;NO;;;;NO
WINE-ALCHEMIST-SELEZIONE-ROSSO-DI-VALTELLINA-MUF-2022-75;WINE ALCHEMIST (SELEZIONE);"ROSSO DI VALTELLINA ""MUF""";2022;rosso;75;Lombardia;Italia;Valtellina;Esclusiva ovunque;SI;disponibile;12,70;NO;;;;SI
WINE-ALCHEMIST-SELEZIONE-VERDICCHIO-CL-SUP-JESI-MITI-2023-75;WINE ALCHEMIST (SELEZIONE);"VERDICCHIO CL. SUP. JESI ""MITI""";2023;bianco;75;Marche;Italia;Castelli di Jesi;Esclusiva ovunque;SI;disponibile;12,50;NO;;;;SI
WINE-ALCHEMIST-SELEZIONE-STEFAN-VETTER-RIESLING-ZINES-2021-75;WINE ALCHEMIST (SELEZIONE);"STEFAN VETTER RIESLING ""ZINES""";2021;bianco;75;Franconia;Germania;Germania;Esclusiva ovunque;SI;in_esaurimento;18,40;NO;;;;SI
WINE-ALCHEMIST-SELEZIONE-STEFAN-VETTER-RIESLING-ZINES-MG-2021-150;WINE ALCHEMIST (SELEZIONE);"STEFAN VETTER RIESLING ""ZINES"" MG";2021;bianco;150;Franconia;Germania;Germania;Esclusiva ovunque;SI;in_esaurimento;37,50;NO;;;;SI
WINE-ALCHEMIST-SELEZIONE-STEFAN-VETTER-SYLVANER-SYLVI-2022-75;WINE ALCHEMIST (SELEZIONE);"STEFAN VETTER SYLVANER ""SYLVI""";2022;bianco;75;Franconia;Germania;Germania;Esclusiva ovunque;SI;in_esaurimento;19,50;NO;;;;SI
WINE-ALCHEMIST-SELEZIONE-STEFAN-VETTER-SYLVANER-SYLVI-2021-75;WINE ALCHEMIST (SELEZIONE);"STEFAN VETTER SYLVANER ""SYLVI""";2021;bianco;75;Franconia;Germania;Germania;Esclusiva ovunque;SI;in_esaurimento;19,50;NO;;;;SI
WINE-ALCHEMIST-SELEZIONE-MICROBIO-WINES-VERDEJO-MARILU-2023-75;WINE ALCHEMIST (SELEZIONE);"MICROBIO WINES VERDEJO ""MARILÙ""";2023;bianco;75;Spagna;Spagna;Spagna;Esclusiva ovunque;SI;disponibile;19,50;NO;;;;SI
WINE-ALCHEMIST-SELEZIONE-MICROBIO-WINES-VERDEJO-GIUFA-MG-2023-150;WINE ALCHEMIST (SELEZIONE);"MICROBIO WINES VERDEJO ""GIUFÀ"" MG";2023;bianco;150;Spagna;Spagna;Spagna;Esclusiva ovunque;SI;disponibile;38,50;NO;;;;SI
